1994,199432A-VOvimin,15.09.94,Italy,Piemont,"Val Divedro, Domodossola","46,2","8,2166666667",652,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,88,1,87,22,65,"0,2528735632",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
1994,199433A-IEelaea,15.09.94,Switzerland,Tessin,"Nufenenpaß, Val de Bedretto II","46,4833333333","8,4666666667",1634,elaeagnos,Scop. 1772,Euura,elaeagnos,Euura elaeagnos,Eelaea,Kopelke 1996,Sproß,Shoot gall,32,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199433K-NOkriec,15.09.94,Switzerland,Tessin,"Nufenenpaß, Val de Bedretto II","46,4833333333","8,4666666667",1634,elaeagnos,Scop. 1772,Pontania,kriechbaumeri,Pontania kriechbaumeri,Okriec,Konow 1901,RK4,Leaf midrib pea gall,16,0,16,5,11,"0,3125",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1994,199433P-SEdaphn,16.09.94,Switzerland,Wallis,"Obergoms, Oberwald","46,5333333333","8,3333333333",1414,daphnoides,Villars 1789,Euura,daphnoidica,Euura daphnoidica,Edaphn,Kopelke 2001,Knospe,Bud gall,18,3,15,9,6,"0,6",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199433Q1-34UEpurpu,16.09.94,Switzerland,Wallis,"Obergoms, Oberwald","46,5333333333","8,3333333333",1414,purpurea,Linnaeus 1753,Euura,purpureae,Euura purpureae,Epurpu,Kopelke 1996,Sproß,Shoot gall,106,9,97,14,83,"0,1443298969",4,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199433U-O1Oadaph,16.09.94,Switzerland,Wallis,"Obergoms, Oberwald","46,5333333333","8,3333333333",1414,daphnoides,Villars 1789,Pontania,acutifoliae daphnoides,Pontania acutifoliae daphnoides,Oadaph,Zinovjev 1993,RK4,Leaf midrib pea gall,62,1,61,27,34,"0,4426229508",,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199435A-ZEmucro,06.10.94,Germany,Hessen,"Taunus, Oberreiffenberg","50,2333333333","8,4166666667",590,aurita,Linnaeus 1753,Euura,mucronata,Euura mucronata,Emucro,(Hartig 1837),Knospe,Bud gall,156,0,156,16,140,"0,1025641026",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199436A-BEatraa,19.10.94,Germany,Hessen,"Kühkopf, Mordhecke I","49,8166666667","8,4166666667",87,alba,Linnaeus 1753,Euura,atra,Euura atra,Eatraa,(Jurine 1807),Sproß,Shoot gall,7,0,7,1,6,"0,1428571429",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199436D-VEatraa,19.10.94,Germany,Hessen,"Kühkopf, Mordhecke III","49,85","8,3833333333",85,alba,Linnaeus 1753,Euura,atra,Euura atra,Eatraa,(Jurine 1807),Sproß,Shoot gall,52,6,46,10,36,"0,2173913043",1,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199436XEangus,19.10.94,Germany,Hessen,"Kühkopf, Mordhecke III","49,85","8,3833333333",85,viminalis,Linnaeus 1753,Euura,angusta,Euura angusta,Eangus,(Hartig 1837),Sproß,Shoot gall,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,199452A-LEatraa,06.04.95,Germany,Hessen,"Kühkopf, Mordhecke III","49,85","8,3833333333",85,alba,Linnaeus 1753,Euura,atra,Euura atra,Eatraa,(Jurine 1807),Sproß,Shoot gall,38,0,38,9,29,"0,2368421053",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
1994,199452O-TEpurpu,06.04.95,Germany,Hessen,Griesheim bei Darmstadt,"49,85","8,5166666667",92,purpurea,Linnaeus 1753,Euura,purpureae,Euura purpureae,Epurpu,Kopelke 1996,Sproß,Shoot gall,23,0,23,5,18,"0,2173913043",3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199500A-V1Hangli,03.07.95,Germany,Hessen,"Hanau, Steinheim","50,1","8,9",116,viminalis,Linnaeus 1753,Phyllocolpa,anglica,Phyllocolpa anglica,Hangli,(Cameron 1877),Blattrolle einfach,Leaf roll,21,5,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506A1-7CHleuca,02.07.95,Germany,Hessen,"Altenstadt, Höchst","50,2666666667","8,9333333333",99,cinerea,Linnaeus 1753,Phyllocolpa,leucapsis,Phyllocolpa leucapsis,Hleuca,(Tischbein 1846),Blattrolle verdrillt,Leaf roll,163,87,76,1,75,"0,0131578947",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506aA-EHpolit,27.06.95,Germany,Hessen,"Kühkopf, Mordhecke I","49,8166666667","8,4166666667",87,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,30,9,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506A-E/aHpolit,27.06.95,Germany,Hessen,"Mörfelden, Baggersee","49,9833333333","8,5833333333",102,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,14,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506A-E/bHpolit,27.06.95,Germany,Hessen,"Kühkopf, Mordhecke I","49,8166666667","8,4166666667",87,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,30,9,21,1,20,"0,0476190476",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506A-EHpolit,27.06.95,Germany,Hessen,Griesheim bei Darmstadt,"49,85","8,5166666667",92,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,47,20,27,3,24,"0,1111111111",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506G-HHoblit,27.06.95,Germany,Hessen,"Mörfelden, Baggersee","49,9833333333","8,5833333333",102,fragilis,Linnaeus 1753,Phyllocolpa,oblita,Phyllocolpa oblita,Hoblit,(Serville 1823),Blattfalte einfach,Leaf fold,13,4,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506J-RHleuca,27.06.95,Germany,Hessen,"Mörfelden, Baggersee","49,9833333333","8,5833333333",102,cinerea,Linnaeus 1753,Phyllocolpa,leucapsis,Phyllocolpa leucapsis,Hleuca,(Tischbein 1846),Blattrolle verdrillt,Leaf roll,183,65,118,3,115,"0,0254237288",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199506S-UHpolit,02.07.95,Germany,Hessen,"Limeshain, Rommelhausen","50,2333333333","8,9666666667",155,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,49,4,45,7,38,"0,1555555556",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199507A1-E1Hoblit,04.07.95,Germany,Hessen,Ortenberg I,"50,3333333333","9,0333333333",148,fragilis,Linnaeus 1753,Phyllocolpa,oblita,Phyllocolpa oblita,Hoblit,(Serville 1823),Blattfalte einfach,Leaf fold,46,6,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199507E-NHeryth,02.07.95,Germany,Hessen,"Limeshain, Rommelhausen","50,2333333333","8,9666666667",155,aurita,Linnaeus 1753,Phyllocolpa,erythropyga,Phyllocolpa erythropyga,Heryth,(Förster 1854),Blattfalte einfach,Leaf fold,104,42,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199507G1Hangli,04.07.95,Germany,Hessen,Ortenberg I,"50,3333333333","9,0333333333",148,viminalis,Linnaeus 1753,Phyllocolpa,anglica,Phyllocolpa anglica,Hangli,(Cameron 1877),Blattrolle einfach,Leaf roll,5,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199507O-QHalien,02.07.95,Germany,Hessen,"Limeshain, Rommelhausen","50,2333333333","8,9666666667",155,aurita,Linnaeus 1753,Phyllocolpa,alienata,Phyllocolpa alienata,Halien,(Förster 1854),Blattrolle verdrillt,Leaf roll,42,9,33,2,31,"0,0606060606",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199508A1-E1Hleuco,04.07.95,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,caprea,Linnaeus 1753,Phyllocolpa,leucosticta,Phyllocolpa leucosticta,Hleuco,(Hartig 1837),Blattfalte einfach,Leaf fold,43,16,27,1,26,"0,037037037",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199508A-LHpolit,04.07.95,Germany,Hessen,Ortenberg I,"50,3333333333","9,0333333333",148,purpurea,Linnaeus 1753,Phyllocolpa,polita,Phyllocolpa polita,Hpolit,(Zaddach 1883),Blattfalte einfach,Leaf fold,153,61,92,6,86,"0,0652173913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199508G1Obridg,04.07.95,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,caprea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,5,0,5,1,4,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1995,199508N-QHangli,04.07.95,Germany,Hessen,Ortenberg III,"50,3333333333","9,0333333333",135,viminalis,Linnaeus 1753,Phyllocolpa,anglica,Phyllocolpa anglica,Hangli,(Cameron 1877),Blattrolle einfach,Leaf roll,74,20,54,2,52,"0,037037037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199508S-VHleuca,04.07.95,Germany,Hessen,Ortenberg III,"50,3333333333","9,0333333333",135,cinerea,Linnaeus 1753,Phyllocolpa,leucapsis,Phyllocolpa leucapsis,Hleuca,(Tischbein 1846),Blattrolle verdrillt,Leaf roll,25,9,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199509A-BOgalla,04.07.95,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,caprea,Linnaeus 1753,Pontania,gallarum,Pontania gallarum,Ogalla,(Hartig 1837),RK4,Leaf midrib pea gall,26,0,26,3,23,"0,1153846154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,
1995,199509CHalien,04.07.95,Germany,Hessen,"Vogelsberg, Hoherodskopf","50,5","9,2",680,aurita,Linnaeus 1753,Phyllocolpa,alienata,Phyllocolpa alienata,Halien,(Förster 1854),Blattrolle verdrillt,Leaf roll,11,1,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199509F-LObridg,12.07.95,Germany,Hessen,"Taunus, Dorfweil","50,2666666667","8,45",437,cinerea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,26,0,26,17,9,"0,6538461538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7,
1995,199510A1-M1Ehasta,27.07.95,Italy,Trentino,"Val di Egro, Mt. Tremalzo II","45,85","10,6666666667",1351,hastata,Linnaeus 1753,Euura,hastatae,Euura hastatae,Ehasta,Malaise 1920,Knospe,Bud gall,66,8,58,40,18,"0,6896551724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199510A-VOhasta,27.07.95,Italy,Trentino,"Val di Egro, Mt. Tremalzo II","45,85","10,6666666667",1351,hastata,Linnaeus 1753,Pontania,hastatae,Pontania hastatae,Ohasta,Vikberg 1970,RK4,Leaf midrib pea gall,86,1,85,27,58,"0,3176470588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199510O1-T1Ovimin,26.07.95,Italy,Lombardei,"Paso di Gavia, Pezzo","46,4","10,4833333333",1831,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,30,0,30,10,20,"0,3333333333",,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199511A-COobscu,27.07.95,Italy,Trentino,"Val di Egro, Mt. Tremalzo II","45,85","10,6666666667",1351,foetida,Schleich. 1805,Pontania,obscura,Pontania obscura,Oobscu,Kopelke 2005,RK3,Leaf blade bean gall,15,0,15,12,3,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1995,199511E-GObridg,24.07.95,Italy,Lombardei,"Paso del Maniva, Dosso Alto","45,8166666667","10,4",1630,appendiculata,Villars 1789,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,14,0,14,9,5,"0,6428571429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
1995,199511G1-V1Ovesic,26.07.95,Italy,Trentino,Paso del Tonale,"46,25","10,55",1762,purpurea,Linnaeus 1753,Pontania,vesicator,Pontania vesicator,Ovesic,(Bremi 1848),RK2,Leaf midrib bean gall,80,0,80,34,46,"0,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199511I-NObridg,25.07.95,Italy,Trentino,"Val di Egro, Mt. Tremalzo II","45,85","10,6666666667",1351,appendiculata,Villars 1789,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,27,1,26,14,12,"0,5384615385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
1995,199511P-QObridg,29.07.95,Austria,Tirol,"Ötztal, Vent/ Gample","46,8666666667","10,9166666667",1833,appendiculata,Villars 1789,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,11,0,11,7,4,"0,6363636364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199511S-E1Ovimin,26.07.95,Italy,Trentino,Paso del Tonale,"46,25","10,55",1762,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,62,0,62,23,39,"0,3709677419",,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199512A-COnival,29.07.95,Austria,Tirol,"Ötztal, Obergurgl","46,8666666667","11,0166666667",1894,glaucosericea,Floderus 1943,Pontania,nivalis,Pontania nivalis,Onival,Vikberg 1970,RK4,Leaf midrib pea gall,13,0,13,4,9,"0,3076923077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199512E-FOnival,29.07.95,Austria,Tirol,"Ötztal, Vent/ Gample","46,8666666667","10,9166666667",1833,glaucosericea,Floderus 1943,Pontania,nivalis,Pontania nivalis,Onival,Vikberg 1970,RK4,Leaf midrib pea gall,12,0,12,2,10,"0,1666666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199512H-OObridg,27.07.95,Italy,Trentino,"Val di Egro, Mt. Tremalzo II","45,85","10,6666666667",1351,appendiculata,Villars 1789,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,37,0,37,22,15,"0,5945945946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199513A-V1Egemmh,10.09.95,Switzerland,Wallis,"Grimselpaß, Grimselsee","46,5666666667","8,3166666667",1992,helvetica,Villars 1789,Euura,gemmahelveticae,Euura gemmahelveticae,Egemmh,Kopelke 2001,Knospe,Bud gall,277,35,242,26,216,"0,1074380165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199514A-JOmacul,10.09.95,Switzerland,Wallis,"Grimselpaß, Grimselsee","46,5666666667","8,3166666667",1992,helvetica,Villars 1789,Pontania,maculosa,Pontania maculosa,Omacul,Kopelke 1989,RK2,Leaf midrib bean gall,31,0,31,13,18,"0,4193548387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199514D1-L1Ohasta,10.09.95,Switzerland,Wallis,"Grimselpaß, Grimselsee","46,5666666667","8,3166666667",1992,hastata,Linnaeus 1753,Pontania,hastatae,Pontania hastatae,Ohasta,Vikberg 1970,RK4,Leaf midrib pea gall,36,1,35,1,34,"0,0285714286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199514L-B1Onival,10.09.95,Switzerland,Wallis,"Grimselpaß, Grimselsee","46,5666666667","8,3166666667",1992,glaucosericea,Floderus 1943,Pontania,nivalis,Pontania nivalis,Onival,Vikberg 1970,RK4,Leaf midrib pea gall,49,3,46,6,40,"0,1304347826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
1995,199514M1-N1Ehasta,10.09.95,Switzerland,Wallis,"Grimselpaß, Grimselsee","46,5666666667","8,3166666667",1992,hastata,Linnaeus 1753,Euura,hastatae,Euura hastatae,Ehasta,Malaise 1920,Knospe,Bud gall,8,2,6,2,4,"0,3333333333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199515A1-16TOvesic,10.09.95,Switzerland,Wallis,"Nufenenpaß, Aegtnental","46,4833333333","8,3333333333",1666,purpurea,Linnaeus 1753,Pontania,vesicator,Pontania vesicator,Ovesic,(Bremi 1848),RK2,Leaf midrib bean gall,127,2,125,7,118,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,199515A-XOvimin,10.09.95,Switzerland,Wallis,"Nufenenpaß, Aegtnental","46,4833333333","8,3333333333",1666,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,73,1,72,1,71,"0,0138888889",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
